,ts_event_min_tsla,mid_price_tsla,log_return_1min_tsla,PCA_OFI_tsla
1,2024-12-04 10:01:00-05:00,350.33696961805555,-0.0013472517794737016,-0.5754227118466275
2,2024-12-04 10:02:00-05:00,349.87201899256814,-0.0013280340623600395,-0.44940364634468266
3,2024-12-04 10:03:00-05:00,350.09039293849656,0.0006239590849199672,1.8787189951912358
4,2024-12-04 10:04:00-05:00,350.34454385964915,0.0007256946190263847,0.43004256478939207
5,2024-12-04 10:05:00-05:00,350.1888261783248,-0.00044456892576150153,0.20081814953270669
6,2024-12-04 10:06:00-05:00,350.60159026195896,0.0011779959362527848,1.2130219068726686
7,2024-12-04 10:07:00-05:00,350.39240092048067,-0.0005968363504376129,1.1556017228337674
8,2024-12-04 10:08:00-05:00,351.1225731432858,0.0020817017839487306,2.007315877452968
9,2024-12-04 10:09:00-05:00,351.1897533300444,0.00019131142778316956,0.34672053910329365
10,2024-12-04 10:10:00-05:00,351.6428184743517,0.0012892550096257338,1.9486793228943902
11,2024-12-04 10:11:00-05:00,351.187085106383,-0.001296852707942442,-0.37330984718397886
12,2024-12-04 10:12:00-05:00,351.49440219521756,0.0008746981782845609,0.5627211958356443
13,2024-12-04 10:13:00-05:00,351.40205748865355,-0.00026275479360649,1.4277894186118258
14,2024-12-04 10:14:00-05:00,351.30829977347094,-0.0002668459764958442,1.5676573930598392
15,2024-12-04 10:15:00-05:00,351.0063949962092,-0.0008597422155807166,-3.435489102478174
16,2024-12-04 10:16:00-05:00,350.51366989461695,-0.0014047358223256978,0.8390488434412777
17,2024-12-04 10:17:00-05:00,350.91419760247487,0.0011420354677937894,1.2717190517491714
18,2024-12-04 10:18:00-05:00,351.2467564683916,0.0009472440438473839,3.162587070192712
19,2024-12-04 10:19:00-05:00,351.231296619031,-4.4015181100753864e-05,-0.7211097129752906
20,2024-12-04 10:20:00-05:00,350.89833521317394,-0.0009484329266866709,0.0804055121756319
21,2024-12-04 10:21:00-05:00,350.89190864022663,-1.8314797060270394e-05,-1.6662996460454065
22,2024-12-04 10:22:00-05:00,350.8129730327144,-0.00022498235342727213,1.1924434497439909
23,2024-12-04 10:23:00-05:00,350.8181313559322,1.4703804279925237e-05,1.3710059645625263
24,2024-12-04 10:24:00-05:00,351.012964516129,0.0005552138295028541,-3.058367845078957
25,2024-12-04 10:25:00-05:00,350.9992656142759,-3.902753048112828e-05,2.3822830477092145
26,2024-12-04 10:26:00-05:00,351.3442090991262,0.0009822644475363518,0.3547513260542933
27,2024-12-04 10:27:00-05:00,351.0659471137228,-0.0007923063113448592,1.4722924120907794
28,2024-12-04 10:28:00-05:00,351.7467747673782,0.0019374375147895861,0.06310982689543852
29,2024-12-04 10:29:00-05:00,351.55349541930934,-0.0005496353723373204,-5.049704012227966
30,2024-12-04 10:30:00-05:00,351.18934048540274,-0.001036381868005698,-1.258549953741906
31,2024-12-04 10:31:00-05:00,351.14751458976997,-0.0001191049433897362,1.1463914124068997
32,2024-12-04 10:32:00-05:00,351.9488612565445,0.0022794798587746357,1.508163310338753
33,2024-12-04 10:33:00-05:00,352.2074420704183,0.0007344415558740991,-2.282953798667532
34,2024-12-04 10:34:00-05:00,352.7644851618705,0.0015803273459997769,0.06851239134064593
35,2024-12-04 10:35:00-05:00,353.5603700238176,0.00225359533348346,-0.8888163441917184
36,2024-12-04 10:36:00-05:00,353.53378409417166,-7.519770741559739e-05,-0.9796640079796817
37,2024-12-04 10:37:00-05:00,354.08335161703945,0.0015532909129198913,-0.4608927877780553
38,2024-12-04 10:38:00-05:00,353.8780013704888,-0.0005801171248771553,-3.207605617390045
39,2024-12-04 10:39:00-05:00,353.5238295165394,-0.001001331543340811,-0.44104493835437886
40,2024-12-04 10:40:00-05:00,353.7864017033357,0.0007424527096260292,0.5639192280994983
41,2024-12-04 10:41:00-05:00,353.9004181421956,0.0003222228721773135,0.5937435185194191
42,2024-12-04 10:42:00-05:00,353.73410549132944,-0.00047005240240238777,-1.4702486185741557
43,2024-12-04 10:43:00-05:00,353.3013803334275,-0.0012240551446343062,0.6712498772050217
44,2024-12-04 10:44:00-05:00,353.4265532451165,0.00035423224992392477,-0.6203897125781785
45,2024-12-04 10:45:00-05:00,353.16426033934255,-0.0007424181372837069,-2.1339414741247418
46,2024-12-04 10:46:00-05:00,352.83944471865743,-0.0009201528016813398,0.41366283645968416
47,2024-12-04 10:47:00-05:00,352.8805497577339,0.00011649107137312598,-3.8267257285669234
48,2024-12-04 10:48:00-05:00,352.78084277620394,-0.0002825915750763741,2.575496739595282
49,2024-12-04 10:49:00-05:00,353.1521444842174,0.0010519461449005618,3.05389798648705
50,2024-12-04 10:50:00-05:00,352.692021021021,-0.0013037538619942168,-2.24334747839017
51,2024-12-04 10:51:00-05:00,352.73011315874555,0.000107998135912446,3.1325772291174987
52,2024-12-04 10:52:00-05:00,352.9724182658138,0.0006867061000930264,-0.8217037360724498
53,2024-12-04 10:53:00-05:00,352.95596126510304,-4.6625128528710036e-05,0.7576256172136921
54,2024-12-04 10:54:00-05:00,353.06427598729005,0.0003068317799455045,1.381114613560078
55,2024-12-04 10:55:00-05:00,353.2948071117075,0.0006527307091204193,-1.2923830425211498
56,2024-12-04 10:56:00-05:00,353.18543405114406,-0.00030962808317802626,-0.4103585693184574
57,2024-12-04 10:57:00-05:00,353.1737227898712,-3.315950861715322e-05,-1.6946208755311654
58,2024-12-04 10:58:00-05:00,353.3859226277372,0.000600656563454649,-1.6618261884431373
