ts_event_min_xom,mid_price_xom,log_return_1min_xom,PCA_OFI_xom
2024-12-04 10:01:00-05:00,116.36879539415412,-0.0007752773227478471,-1.4182852079258716
2024-12-04 10:02:00-05:00,116.38060986964618,0.00010152099412508164,-1.6161224248803931
2024-12-04 10:03:00-05:00,116.2917641261498,-0.0007636982963532546,-4.152747027330391
2024-12-04 10:04:00-05:00,116.21225088339222,-0.0006839730991661241,-0.2045548982227963
2024-12-04 10:05:00-05:00,116.1150350140056,-0.0008368872789539239,-5.126256916975233
2024-12-04 10:06:00-05:00,116.0819452181987,-0.00028501486968313117,0.21183409089357003
2024-12-04 10:07:00-05:00,116.05633642495785,-0.0002206339528614265,-1.8220922523688323
2024-12-04 10:08:00-05:00,115.99001922020868,-0.0005715858486148306,-4.770022713185285
2024-12-04 10:09:00-05:00,115.96735177865612,-0.00019544489168143997,-0.5810917271573506
2024-12-04 10:10:00-05:00,115.90100577081617,-0.000572273080741148,0.3291460683346139
2024-12-04 10:11:00-05:00,115.8772029988466,-0.0002053926655110061,0.15212061261630166
2024-12-04 10:12:00-05:00,115.80853846153846,-0.000592738585341479,-5.954275337491847
2024-12-04 10:13:00-05:00,115.64917492711369,-0.00137704254720461,-1.3145852849436754
2024-12-04 10:14:00-05:00,115.65819444444443,7.798728903285479e-05,-3.01311921137709
2024-12-04 10:15:00-05:00,115.52149796656123,-0.0011825994955598773,-2.5996334737920592
2024-12-04 10:16:00-05:00,115.47374929098129,-0.00041341695837449066,3.0616287836222895
2024-12-04 10:17:00-05:00,115.50711361737676,0.00028889256198549873,1.3259165054510673
2024-12-04 10:18:00-05:00,115.45785185185186,-0.0004265734950053002,-2.483794890859498
2024-12-04 10:19:00-05:00,115.37694244604317,-0.0007010157144478057,3.1747833352844514
2024-12-04 10:20:00-05:00,115.3625822368421,-0.00012447116929159563,0.13863208744501002
2024-12-04 10:21:00-05:00,115.34293000744601,-0.00017036636231626545,1.9760487289580448
2024-12-04 10:22:00-05:00,115.33598013816926,-6.025578388957342e-05,0.9632076201209046
2024-12-04 10:23:00-05:00,115.34352913533834,6.545008870162405e-05,1.833381814964531
2024-12-04 10:24:00-05:00,115.38174673987645,0.0003312823421071087,3.9199046746594424
2024-12-04 10:25:00-05:00,115.51757,0.0011764718727382828,4.29489178152448
2024-12-04 10:26:00-05:00,115.58305226480836,0.0005666991799424537,1.7671858759247057
2024-12-04 10:27:00-05:00,115.57793322062554,-4.428986295401671e-05,-1.100490363985697
2024-12-04 10:28:00-05:00,115.60070796460177,0.0001970315590851257,1.9845587258328083
2024-12-04 10:29:00-05:00,115.5749114331723,-0.00022317692154327773,-0.9546351903742336
2024-12-04 10:30:00-05:00,115.66338235294118,0.0007651926732128445,7.154929015212876
2024-12-04 10:31:00-05:00,115.66187346938777,-1.304555828252063e-05,-5.32343158206878
2024-12-04 10:32:00-05:00,115.5851602262017,-0.0006634744219127242,0.44722000069755286
2024-12-04 10:33:00-05:00,115.58167901234567,-3.011862659718645e-05,2.5258918810101547
2024-12-04 10:34:00-05:00,115.59003201707577,7.226666875936871e-05,2.042807661525703
2024-12-04 10:35:00-05:00,115.65022285251216,0.0005205913376089555,6.169911725314084
2024-12-04 10:36:00-05:00,115.72884071630537,0.0006795590370716198,1.5378548840215325
2024-12-04 10:37:00-05:00,115.7348487544484,5.191343971144846e-05,0.7928635863796054
2024-12-04 10:38:00-05:00,115.73466504263094,-1.5873521697074011e-06,1.6136501050849799
2024-12-04 10:39:00-05:00,115.7033634468381,-0.0002704965660829117,1.5030295951410841
2024-12-04 10:40:00-05:00,115.73761241291957,0.00029596285795374655,1.9901273612575008
2024-12-04 10:41:00-05:00,115.77703827751196,0.00034059066979974517,1.3839392837559588
2024-12-04 10:42:00-05:00,115.7514113389626,-0.00022137183310722008,-2.041727263765592
2024-12-04 10:43:00-05:00,115.69292921686747,-0.0005053666311249927,0.7043116446891233
2024-12-04 10:44:00-05:00,115.62592142188961,-0.0005793543990648686,-1.4511051866318736
2024-12-04 10:45:00-05:00,115.55102409638555,-0.0006479653752382575,-5.40248487771336
2024-12-04 10:46:00-05:00,115.52164325842698,-0.00025429955393097003,3.1460889415089928
2024-12-04 10:47:00-05:00,115.5334322373697,0.00010204475212383102,-2.832377457222673
2024-12-04 10:48:00-05:00,115.39807260155575,-0.0011722926363821884,-1.587663598468049
2024-12-04 10:49:00-05:00,115.35898412698413,-0.0003387846551659024,-1.1295422611283246
2024-12-04 10:50:00-05:00,115.39023017902814,0.0002708226099832345,2.1376285287295667
2024-12-04 10:51:00-05:00,115.35999520153551,-0.0002620580553349683,1.727365319461676
2024-12-04 10:52:00-05:00,115.4589453125,0.0008573829929705568,2.4882233198985664
2024-12-04 10:53:00-05:00,115.51817261904762,0.0005128413444248636,2.887570327749302
2024-12-04 10:54:00-05:00,115.50552910052912,-0.00010945646214732818,-3.4359100780987952
2024-12-04 10:55:00-05:00,115.45278860569714,-0.00045671007887904125,0.7715576311377111
2024-12-04 10:56:00-05:00,115.44357035928145,-7.984748189127089e-05,-0.8465965112174086
2024-12-04 10:57:00-05:00,115.41018025078371,-0.000289274994599964,-0.42497646711220055
2024-12-04 10:58:00-05:00,115.46164627930683,0.00044584070866626746,2.2707749011640206
2024-12-04 10:59:00-05:00,115.49613294797688,0.00029864046183458726,2.3696083471840077
2024-12-04 11:00:00-05:00,115.47444936708861,-0.00018776054279001642,-2.741970898138863
2024-12-04 11:01:00-05:00,115.43803643724696,-0.00031538294706390246,-2.5535084383637963
